message_id,message,verdict,scam_type,risk_level,evidence,requested_action,language,category,confidence,source,contains_url,contains_phone,asks_for_otp,asks_for_upi_pin,asks_for_money,impersonates_authority,urgency,processed_message
IND-00293,"Please dhyan do, This is the bank security department. Your account has suspicious activity. Confirm OTP and card details now.",scam,BANK_IMPERSONATION,HIGH,Claims to be bank/security team; asks for sensitive information,VERIFY_BANK,HINGLISH,Banking,0.95,public_dataset_derived,0,0,1,0,0,1,HIGH,"please dhyan do, this is the bank security department. your account has suspicious activity. confirm otp and card details now."
IND-03897,Mujhe ye message aaya: A forwarded donation request asks for money but gives no verifiable organisation details.,suspicious,CHARITY_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.71,synthetic_augmented,0,0,0,0,0,0,MEDIUM,mujhe ye message aaya: a forwarded donation request asks for money but gives no verifiable organisation details.
IND-03658,Someone offered me a work-from-home job but wants a ₹500 joining fee first. I am unsure if it is genuine.,suspicious,JOB_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,ENGLISH,UNVERIFIED_COMMUNICATION,0.85,synthetic_augmented,0,0,0,0,1,0,HIGH,someone offered me a work-from-home job but wants a ₹500 joining fee first. i am unsure if it is genuine.
IND-02658,Your train ticket booking is confirmed. PNR 4512789630. Check journey details through the official railway service. Check the official portal for details.,legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Railway,0.94,public_dataset_derived,0,0,0,0,0,1,LOW,your train ticket booking is confirmed. pnr 4512789630. check journey details through the official railway service. check the official portal for details.
IND-04436,Sabko forward karein: All college exams are permanently cancelled this semester. Forward to every student.,misinformation,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINDI_ROMAN,MISINFORMATION,0.88,synthetic_augmented,0,0,0,0,0,0,MEDIUM,sabko forward karein: all college exams are permanently cancelled this semester. forward to every student.
IND-02574,"Maine ₹500 UPI se bhej diye hain, transaction ID bhi aa gayi hai.",legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,UPI,0.98,public_dataset_derived,0,0,0,0,1,0,LOW,"maine ₹500 upi se bhej diye hain, transaction id bhi aa gayi hai."
IND-03808,Kripya check karein: Someone says my KYC will expire today and wants my documents on WhatsApp. I have not verified the sender.,suspicious,KYC_FRAUD,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINDI_ROMAN,UNVERIFIED_COMMUNICATION,0.8,synthetic_augmented,0,0,0,0,0,1,MEDIUM,kripya check karein: someone says my kyc will expire today and wants my documents on whatsapp. i have not verified the sender.
IND-00740,"Urgent hai: Courier department: parcel contains restricted material. Pay ₹2,000 immediately or legal action will start.",scam,COURIER_FRAUD,HIGH,Unexpected parcel/customs fee; payment request or link,PAY_FEE,HINGLISH,Courier,0.9,public_dataset_derived,0,0,0,0,1,0,HIGH,"urgent hai: courier department: parcel contains restricted material. pay ₹2,000 immediately or legal action will start."
IND-01907,UPI payment of ₹850 to XYZ Store was successful. Transaction reference TXN872319.,legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,UPI,0.94,public_dataset_derived,0,0,0,0,1,0,LOW,upi payment of ₹850 to xyz store was successful. transaction reference txn872319.
IND-04650,"Bahut important khabar: Government is giving ₹10,000 to every citizen who forwards this message to 10 groups.",misinformation,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINDI_ROMAN,MISINFORMATION,0.93,synthetic_augmented,0,0,0,0,1,1,MEDIUM,"bahut important khabar: government is giving ₹10,000 to every citizen who forwards this message to 10 groups."
IND-00942,"Urgent help needed for a child. Please send ₹1,000 to this personal UPI ID immediately. No time for verification.",scam,CHARITY_SCAM,MEDIUM,Urgent donation request with unverifiable details,DONATE,ENGLISH,Charity,0.9,public_dataset_derived,0,0,0,0,1,0,HIGH,"urgent help needed for a child. please send ₹1,000 to this personal upi id immediately. no time for verification."
IND-01611,UPI payment of ₹850 to XYZ Store was successful. Transaction reference TXN872319. Check the official portal for details.,legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,UPI,0.93,public_dataset_derived,0,0,0,0,1,0,LOW,upi payment of ₹850 to xyz store was successful. transaction reference txn872319. check the official portal for details.
IND-00860,Turant check karein: Your UPI account will be suspended today. Send your UPI PIN to the verification agent to reactivate it.,scam,UPI_FRAUD,HIGH,Requests UPI PIN/payment; urgency,PAY_OR_SHARE_UPI,HINDI_ROMAN,UPI,0.99,public_dataset_derived,0,0,0,1,0,0,HIGH,turant check karein: your upi account will be suspended today. send your upi pin to the verification agent to reactivate it.
IND-03995,Kripya check karein: Someone claiming to be police contacted me on WhatsApp and demanded money. I am checking whether it is legitimate.,suspicious,POLICE_IMPERSONATION,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINDI_ROMAN,UNVERIFIED_COMMUNICATION,0.87,synthetic_augmented,0,0,0,0,0,1,HIGH,kripya check karein: someone claiming to be police contacted me on whatsapp and demanded money. i am checking whether it is legitimate.
IND-00750,Please transfer ₹499 to this personal UPI ID to unlock your cashback immediately.,scam,UPI_FRAUD,HIGH,Requests UPI PIN/payment; urgency,PAY_OR_SHARE_UPI,ENGLISH,UPI,0.95,synthetic_augmented,0,0,0,0,1,0,HIGH,please transfer ₹499 to this personal upi id to unlock your cashback immediately.
IND-03781,"Guys, I received a message saying I have an income-tax refund and it contains a link. I haven't checked the official portal.",suspicious,TAX_REFUND_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.85,synthetic_augmented,0,0,0,0,0,0,MEDIUM,"guys, i received a message saying i have an income-tax refund and it contains a link. i haven't checked the official portal."
IND-03705,Someone claiming to be police contacted me on WhatsApp and demanded money. I am checking whether it is legitimate.,suspicious,POLICE_IMPERSONATION,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,ENGLISH,UNVERIFIED_COMMUNICATION,0.89,synthetic_augmented,0,0,0,0,0,1,MEDIUM,someone claiming to be police contacted me on whatsapp and demanded money. i am checking whether it is legitimate.
IND-02468,Bhai ghar pahunch gaya hoon. Dinner ke baad call karta hoon.,legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Family,0.93,public_dataset_derived,0,0,0,0,0,0,LOW,bhai ghar pahunch gaya hoon. dinner ke baad call karta hoon.
IND-00061,"Madam, Student scholarship selected. Send Aadhaar and bank details on WhatsApp to release ₹10,000.",scam,SCHOLARSHIP_SCAM,HIGH,Scholarship claim requires fee/bank details,PAY_FEE,HINGLISH,Education,0.89,synthetic_augmented,0,0,0,0,1,1,HIGH,"madam, student scholarship selected. send aadhaar and bank details on whatsapp to release ₹10,000."
IND-01726,"Your parcel has been shipped and is expected to arrive tomorrow. Track it using the courier company's official application. For security, never share OTP.",legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Courier,0.93,public_dataset_derived,0,0,1,0,0,0,LOW,"your parcel has been shipped and is expected to arrive tomorrow. track it using the courier company's official application. for security, never share otp ."
IND-04043,"Sabko forward karein: Government is giving ₹10,000 to every citizen who forwards this message to 10 groups.",misinformation,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINDI_ROMAN,MISINFORMATION,0.86,synthetic_augmented,0,0,0,0,1,1,MEDIUM,"sabko forward karein: government is giving ₹10,000 to every citizen who forwards this message to 10 groups."
IND-00944,"Limited investment opportunity: zero risk and guaranteed profit. Send ₹5,000 today to activate your account.",scam,INVESTMENT_SCAM,HIGH,Guaranteed/high returns; asks for transfer,TRANSFER_MONEY,ENGLISH,Investment,0.97,public_dataset_derived,0,0,0,0,1,0,CRITICAL,"limited investment opportunity: zero risk and guaranteed profit. send ₹5,000 today to activate your account."
IND-02039,"Maine ₹500 UPI se bhej diye hain, transaction ID bhi aa gayi hai. For security, never share OTP.",legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,UPI,0.91,public_dataset_derived,0,0,1,0,1,0,LOW,"maine ₹500 upi se bhej diye hain, transaction id bhi aa gayi hai. for security, never share otp ."
IND-00191,Your bank account has been flagged. Call +91 9876543210 and provide the OTP to cancel the transaction.,scam,BANK_IMPERSONATION,HIGH,Claims to be bank/security team; asks for sensitive information,VERIFY_BANK,ENGLISH,Banking,0.98,synthetic_augmented,0,1,1,0,0,1,HIGH,your bank account has been flagged. call +91 PHONETOKEN and provide the otp to cancel the transaction.
IND-00244,"Bhai, Prize department: pay the verification fee immediately to receive your lottery winnings.",scam,LOTTERY_SCAM,HIGH,Prize claim requires fee/payment,PAY_FEE,HINGLISH,Lottery,0.91,public_dataset_derived,0,0,0,0,1,0,HIGH,"bhai, prize department: pay the verification fee immediately to receive your lottery winnings."
IND-00739,"Urgent hai: Crypto investment group: deposit ₹2,500 now and receive guaranteed returns within 48 hours.",scam,INVESTMENT_SCAM,HIGH,Guaranteed/high returns; asks for transfer,TRANSFER_MONEY,HINGLISH,Investment,0.91,public_dataset_derived,0,0,0,0,1,0,HIGH,"urgent hai: crypto investment group: deposit ₹2,500 now and receive guaranteed returns within 48 hours."
IND-01663,"Mummy, train mein baith gaya hoon. Safely pahunch jaunga. For security, never share OTP.",legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Family,0.91,public_dataset_derived,0,0,1,0,0,1,LOW,"mummy, train mein baith gaya hoon. safely pahunch jaunga. for security, never share otp ."
IND-02622,Aapka parcel kal deliver hoga. Delivery partner ka official tracking page check kar sakte hain.,legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Courier,0.94,public_dataset_derived,0,0,0,0,0,0,LOW,aapka parcel kal deliver hoga. delivery partner ka official tracking page check kar sakte hain.
IND-04213,Bahut important khabar: The government has announced 5 lakh permanent jobs for anyone who forwards this message.,misinformation,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINDI_ROMAN,MISINFORMATION,0.91,synthetic_augmented,0,0,0,0,0,1,HIGH,bahut important khabar: the government has announced 5 lakh permanent jobs for anyone who forwards this message.
IND-00602,"Sir, You have won ₹25,00,000 in the lucky draw. Pay ₹2,999 tax charges to release your prize.",scam,LOTTERY_SCAM,HIGH,Prize claim requires fee/payment,PAY_FEE,HINGLISH,Lottery,0.91,synthetic_augmented,0,0,0,0,1,0,CRITICAL,"sir, you have won ₹25,00,000 in the lucky draw. pay ₹2,999 tax charges to release your prize."
IND-01051,"Madam, Emergency donation appeal: transfer ₹500 now to help a hospital patient. Please forward to 10 groups.",scam,CHARITY_SCAM,MEDIUM,Urgent donation request with unverifiable details,DONATE,HINGLISH,Charity,0.92,synthetic_augmented,0,0,0,0,1,0,HIGH,"madam, emergency donation appeal: transfer ₹500 now to help a hospital patient. please forward to 10 groups."
IND-04999,"Important hai: Government is giving ₹10,000 to every citizen who forwards this message to 10 groups.",misinformation,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINGLISH,MISINFORMATION,0.79,synthetic_augmented,0,0,0,0,1,1,MEDIUM,"important hai: government is giving ₹10,000 to every citizen who forwards this message to 10 groups."
IND-04464,Important hai: Drinking hot water with turmeric completely prevents viral infections. Share with everyone.,misinformation,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINGLISH,MISINFORMATION,0.92,synthetic_augmented,0,0,0,0,0,0,MEDIUM,important hai: drinking hot water with turmeric completely prevents viral infections. share with everyone.
IND-00228,"Bhai, Dear customer, your KYC has failed. Update it immediately through http://verify-kyc.example or your account will be suspended.",scam,KYC_FRAUD,HIGH,OTP request; KYC/account threat; urgency,SHARE_OTP,HINGLISH,KYC / Banking,0.93,synthetic_augmented,1,0,0,0,0,1,CRITICAL,"bhai, dear customer, your kyc has failed. update it immediately through URLTOKEN or your account will be suspended."
IND-04977,Bahut important khabar: ₹500 notes will stop being legal tender tonight. Exchange them immediately.,misinformation,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINDI_ROMAN,MISINFORMATION,0.88,synthetic_augmented,0,0,0,0,1,0,HIGH,bahut important khabar: ₹500 notes will stop being legal tender tonight. exchange them immediately.
